old_path	new_path	source	confidence
sources/sources/com/tsf/shell/f/f/a/b/i.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerScaleTransition.java	direct_diff	27
sources/sources/com/tsf/shell/f/f/a/b/c.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerSmoothTransition.java	direct_diff	27
sources/sources/com/tsf/shell/f/f/a/b/j.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerSphereTransition.java	direct_diff	78
sources/sources/com/tsf/shell/f/f/a/b/k.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerTransitionBase.java	direct_diff	33
sources/sources/com/tsf/shell/f/f/a/b/m.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerTransitionBase3D.java	direct_diff	79
sources/sources/com/tsf/shell/f/f/a/b/l.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerTransitionManager.java	direct_diff	32
sources/sources/com/tsf/shell/f/f/a/b/h.java	sources/sources/com/tsf/shell/f/f/a/b/DrawerTriangularTransition.java	direct_diff	61
sources/sources/com/tsf/shell/f/f/a/c/d.java	sources/sources/com/tsf/shell/f/f/a/c/FolderAppMenu.java	direct_diff	50
sources/sources/com/tsf/shell/f/f/a/c/c.java	sources/sources/com/tsf/shell/f/f/a/c/FolderContentList.java	direct_diff	64
sources/sources/com/tsf/shell/f/f/a/c/g.java	sources/sources/com/tsf/shell/f/f/a/c/FolderCountdownBadge.java	direct_diff	64
sources/sources/com/tsf/shell/f/f/a/c/e.java	sources/sources/com/tsf/shell/f/f/a/c/FolderLabelElement.java	direct_diff	71
sources/sources/com/tsf/shell/f/f/a/c/m.java	sources/sources/com/tsf/shell/f/f/a/c/FolderMultiWidgetPage.java	direct_diff	59
sources/sources/com/tsf/shell/f/f/a/c/i.java	sources/sources/com/tsf/shell/f/f/a/c/FolderPageItemBase.java	direct_diff	68
sources/sources/com/tsf/shell/f/f/a/c/h.java	sources/sources/com/tsf/shell/f/f/a/c/FolderSelectionFrame.java	direct_diff	25
sources/sources/com/tsf/shell/f/f/a/c/f.java	sources/sources/com/tsf/shell/f/f/a/c/FolderShortcutGrid.java	direct_diff	57
sources/sources/com/tsf/shell/f/f/a/c/b.java	sources/sources/com/tsf/shell/f/f/a/c/FolderWidgetTouchHandler.java	direct_diff	67
sources/sources/com/tsf/shell/f/f/a/c/a/a.java	sources/sources/com/tsf/shell/f/f/a/c/_a/FolderIconLoader.java	direct_diff	76
sources/sources/com/tsf/shell/f/f/a/c/a/b.java	sources/sources/com/tsf/shell/f/f/a/c/_a/FolderIndicatorDot.java	direct_diff	73
sources/sources/com/tsf/shell/f/f/a/d/a.java	sources/sources/com/tsf/shell/f/f/a/d/DrawerSortManager.java	direct_diff	61
sources/sources/com/tsf/shell/f/f/a/d/a/a.java	sources/sources/com/tsf/shell/f/f/a/d/a/DrawerAlphabeticalSort.java	direct_diff	67
sources/sources/com/tsf/shell/f/f/a/d/a/e.java	sources/sources/com/tsf/shell/f/f/a/d/a/DrawerEarliestSort.java	direct_diff	62
sources/sources/com/tsf/shell/f/f/a/d/a/d.java	sources/sources/com/tsf/shell/f/f/a/d/a/DrawerIndexSort.java	direct_diff	61
sources/sources/com/tsf/shell/f/f/a/d/a/f.java	sources/sources/com/tsf/shell/f/f/a/d/a/DrawerLatestSort.java	direct_diff	60
sources/sources/com/tsf/shell/f/f/a/d/a/b.java	sources/sources/com/tsf/shell/f/f/a/d/a/DrawerNameSort.java	direct_diff	66
sources/sources/com/tsf/shell/f/f/a/d/a/c.java	sources/sources/com/tsf/shell/f/f/a/d/a/DrawerSortBase.java	direct_diff	61
sources/sources/com/tsf/shell/f/f/b/a.java	sources/sources/com/tsf/shell/f/f/b/ClothTransition.java	direct_diff	83
sources/sources/com/tsf/shell/f/f/b/b.java	sources/sources/com/tsf/shell/f/f/b/CrossfadeTransition.java	direct_diff	42
sources/sources/com/tsf/shell/f/f/b/c.java	sources/sources/com/tsf/shell/f/f/b/CubeInsideTransition.java	direct_diff	53
sources/sources/com/tsf/shell/f/f/b/d.java	sources/sources/com/tsf/shell/f/f/b/CubeOutsideTransition.java	direct_diff	43
sources/sources/com/tsf/shell/f/f/b/e.java	sources/sources/com/tsf/shell/f/f/b/CurveTransition.java	direct_diff	48
sources/sources/com/tsf/shell/f/f/b/f.java	sources/sources/com/tsf/shell/f/f/b/CylinderTransition.java	direct_diff	71
sources/sources/com/tsf/shell/f/f/b/g.java	sources/sources/com/tsf/shell/f/f/b/FlipTransition.java	direct_diff	38
sources/sources/com/tsf/shell/f/f/b/h.java	sources/sources/com/tsf/shell/f/f/b/FlyInTransition.java	direct_diff	49
sources/sources/com/tsf/shell/f/f/b/i.java	sources/sources/com/tsf/shell/f/f/b/FoldPageTransition.java	direct_diff	74
sources/sources/com/tsf/shell/f/f/b/j.java	sources/sources/com/tsf/shell/f/f/b/HorizontalFlipTransition.java	direct_diff	43
sources/sources/com/tsf/shell/f/f/b/k.java	sources/sources/com/tsf/shell/f/f/b/PageTurnTransition.java	direct_diff	50
sources/sources/com/tsf/shell/f/f/b/l.java	sources/sources/com/tsf/shell/f/f/b/RollTransition.java	direct_diff	38
sources/sources/com/tsf/shell/f/f/b/m.java	sources/sources/com/tsf/shell/f/f/b/ScaleInOutTransition.java	direct_diff	52
sources/sources/com/tsf/shell/f/f/b/o.java	sources/sources/com/tsf/shell/f/f/b/SlopeInsideTransition.java	direct_diff	48
sources/sources/com/tsf/shell/f/f/b/p.java	sources/sources/com/tsf/shell/f/f/b/SlopeOutsideTransition.java	direct_diff	48
sources/sources/com/tsf/shell/f/f/b/r.java	sources/sources/com/tsf/shell/f/f/b/SmoothTransition.java	direct_diff	30
sources/sources/com/tsf/shell/f/f/b/q.java	sources/sources/com/tsf/shell/f/f/b/StackTransition.java	direct_diff	61
sources/sources/com/tsf/shell/f/f/b/s.java	sources/sources/com/tsf/shell/f/f/b/WaveTransition.java	direct_diff	47
sources/sources/com/tsf/shell/f/f/b/n.java	sources/sources/com/tsf/shell/f/f/b/WaveZoomOutTransition.java	direct_diff	46
sources/sources/com/tsf/shell/f/f/b/t.java	sources/sources/com/tsf/shell/f/f/b/WindmillTransition.java	direct_diff	55
sources/sources/com/tsf/shell/f/f/b/a/d.java	sources/sources/com/tsf/shell/f/f/b/a/FolderPageTransitionBase.java	direct_diff	78
